sample_id,status,wall_time,spark_time,overhead,spark.default.parallelism,spark.driver.cores,spark.driver.memory,spark.executor.cores,spark.executor.instances,spark.executor.memory,spark.executor.memoryOverhead,spark.locality.wait,spark.network.timeout,spark.sql.autoBroadcastJoinThreshold,spark.sql.broadcastTimeout,spark.sql.shuffle.partitions,spark.sql.sources.parallelPartitionDiscovery.parallelism,spark.task.cpus,qt_q10,qt_q11,qt_q12,qt_q13,qt_q14a,qt_q14b,qt_q15,qt_q16,qt_q17,qt_q18,qt_q19,qt_q1,qt_q20,qt_q21,qt_q22,qt_q23a,qt_q23b,qt_q24a,qt_q24b,qt_q25,qt_q26,qt_q27,qt_q28,qt_q29,qt_q2,qt_q30,qt_q31,qt_q32,qt_q33,qt_q34,qt_q35,qt_q36,qt_q37,qt_q38,qt_q39a,qt_q39b,qt_q3,qt_q40,qt_q41,qt_q42,qt_q43,qt_q44,qt_q45,qt_q46,qt_q47,qt_q48,qt_q49,qt_q4,qt_q50,qt_q51,qt_q52,qt_q53,qt_q54,qt_q55,qt_q56,qt_q57,qt_q58,qt_q59,qt_q5,qt_q60,qt_q61,qt_q62,qt_q63,qt_q64,qt_q65,qt_q66,qt_q67,qt_q68,qt_q69,qt_q6,qt_q70,qt_q71,qt_q72,qt_q73,qt_q74,qt_q75,qt_q76,qt_q77,qt_q78,qt_q79,qt_q7,qt_q80,qt_q81,qt_q82,qt_q83,qt_q84,qt_q85,qt_q86,qt_q87,qt_q88,qt_q89,qt_q8,qt_q90,qt_q91,qt_q92,qt_q93,qt_q94,qt_q95,qt_q96,qt_q97,qt_q98,qt_q99,qt_q9,et_q10,et_q11,et_q12,et_q13,et_q14a,et_q14b,et_q15,et_q16,et_q17,et_q18,et_q19,et_q1,et_q20,et_q21,et_q22,et_q23a,et_q23b,et_q24a,et_q24b,et_q25,et_q26,et_q27,et_q28,et_q29,et_q2,et_q30,et_q31,et_q32,et_q33,et_q34,et_q35,et_q36,et_q37,et_q38,et_q39a,et_q39b,et_q3,et_q40,et_q41,et_q42,et_q43,et_q44,et_q45,et_q46,et_q47,et_q48,et_q49,et_q4,et_q50,et_q51,et_q52,et_q53,et_q54,et_q55,et_q56,et_q57,et_q58,et_q59,et_q5,et_q60,et_q61,et_q62,et_q63,et_q64,et_q65,et_q66,et_q67,et_q68,et_q69,et_q6,et_q70,et_q71,et_q72,et_q73,et_q74,et_q75,et_q76,et_q77,et_q78,et_q79,et_q7,et_q80,et_q81,et_q82,et_q83,et_q84,et_q85,et_q86,et_q87,et_q88,et_q89,et_q8,et_q90,et_q91,et_q92,et_q93,et_q94,et_q95,et_q96,et_q97,et_q98,et_q99,et_q9
70,complete,14642.239073991776,10372.354999999994,4269.884073991781,924,10,63,32,21,93,9054,3,16383,49,21976,1146,166,1,30.138,128.328,18.762,47.055,197.027,172.242,29.127,102.921,39.689,44.336,30.367,32.172,18.448,14.554,35.66,690.228,795.75,647.02,730.228,35.509,28.374,29.024,204.837,65.155,66.093,41.186,44.053,20.807,25.189,21.954,54.195,26.79,40.514,79.371,27.202,27.709,19.507,35.857,11.769,16.619,24.15,66.62,27.079,39.281,42.555,32.612,42.886,321.341,196.962,64.884,16.725,22.603,31.855,16.087,24.268,36.446,23.6,48.915,61.356,27.259,24.532,26.041,19.581,173.061,74.584,33.344,1795.853,34.891,27.751,30.683,37.175,27.603,127.586,19.542,99.283,125.223,67.541,28.12,217.491,30.039,31.524,68.419,44.669,64.543,20.368,19.372,36.9,21.523,85.021,86.298,22.678,36.835,24.045,18.408,19.598,297.512,87.278,192.322,33.327,67.514,21.076,35.768,124.183,71.70737218856812,169.69916367530823,60.764102935791016,88.38038158416748,238.71620082855225,213.62384462356567,70.53007864952087,144.5010712146759,81.85144567489624,85.60851240158081,71.99485874176025,73.93214082717896,59.25259470939636,54.87436008453369,76.98292922973633,731.5503678321838,837.8554129600525,689.7103991508484,772.2701468467712,77.59997391700745,70.04190325737,70.38330459594727,246.3407428264618,107.16596865653992,107.84071922302246,81.82752466201782,85.90127158164978,62.31698226928711,67.54204368591309,63.46413326263428,95.77140402793884,67.28495287895203,82.00926947593689,121.25726437568665,68.50434637069702,69.20505976676941,60.98720383644104,77.37227201461792,53.57582759857178,57.93212532997131,65.40910506248474,108.32018303871155,69.0925805568695,79.99891877174377,83.81433963775635,74.33946323394775,84.39361000061035,363.2995970249176,239.20550847053528,106.71553802490234,58.136348485946655,63.56906580924988,72.99758696556091,57.22288417816162,64.67613983154297,77.59718561172485,64.810129404068,90.09045004844666,101.90767693519592,68.89140963554382,65.81462621688843,67.31414222717285,59.86292505264282,214.48113560676575,116.2665627002716,74.87875771522522,1836.4956572055817,76.9269528388977,69.00353813171387,71.2138500213623,78.44095826148987,70.68574333190918,169.0265920162201,60.99023771286011,140.88749241828918,166.79176688194275,109.09826040267944,69.57408833503723,258.97183179855347,71.90847587585449,72.2266538143158,109.85083174705505,86.50308418273926,106.31087732315063,61.63917088508606,60.47051382064819,78.62864351272583,62.920806646347046,126.46525549888611,127.84996271133423,64.24529194831848,78.03998708724976,64.5641679763794,59.280818700790405,60.92744493484497,338.95169258117676,129.51476621627808,234.00647497177124,75.00728225708008,107.69112372398376,63.26766896247864,76.9096565246582,165.7136471271515
71,failed,3359.8747868537903,2494.004,865.8707868537904,1073,6,28,18,16,6,9220,0,22249,568,27449,706,106,4,35.634,195.275,20.312,54.682,319.779,297.083,43.455,182.971,52.633,57.295,45.061,50.062,20.234,17.197,35.941,509.976,556.414,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,75.19158482551575,231.82239532470703,56.86702036857605,89.85867524147034,355.88672280311584,333.3356878757477,78.5025053024292,219.41400575637817,89.53311491012573,94.95698404312134,81.61079573631287,87.34881258010864,57.75293827056885,54.348697662353516,72.77086782455444,547.1322419643402,593.9700043201447,239.5713391304016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,failed,3267.86323928833,2342.1,925.7632392883302,454,14,73,32,18,65,7319,3,7136,635,20947,957,33,4,32.059,169.872,18.078,56.29,305.616,279.158,47.759,165.209,48.561,52.796,44.439,46.317,19.491,16.261,34.319,491.266,514.609,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,73.49393224716187,210.26641154289246,59.44346833229065,97.34919381141663,346.63744258880615,320.852685213089,88.88290500640869,206.47333526611328,90.49346446990967,94.43669509887695,85.67409586906433,87.88307046890259,60.84557104110718,57.601831674575806,75.6318027973175,532.6951277256012,556.240930557251,222.9608976840973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,complete,27229.122784614563,23458.913,3770.2097846145625,732,4,85,32,4,85,19984,3,735,29,12009,669,53,4,42.426,334.525,17.33,95.901,539.45,489.669,30.275,343.012,73.395,59.086,25.376,42.212,18.451,14.187,48.539,1605.022,2418.139,1278.535,1095.082,67.307,36.606,44.195,678.556,213.331,187.354,43.394,89.739,22.554,24.619,25.446,85.04,42.864,108.122,186.381,27.047,26.507,22.524,72.529,11.617,16.417,35.675,131.119,29.054,41.076,109.574,56.37,74.633,1000.678,539.221,135.105,17.252,29.015,42.82,17.077,26.575,67.369,26.304,129.18,189.65,32.59,29.045,37.948,27.295,689.007,246.269,58.844,2689.404,29.016,36.035,26.375,86.492,32.716,233.789,20.037,247.651,382.847,141.115,31.267,946.269,40.241,48.482,173.322,50.801,199.786,20.51,35.326,50.136,30.61,192.534,248.458,33.541,26.35,34.046,17.759,19.583,1151.882,285.778,673.508,44.115,237.8,22.095,65.54,432.191,80.38875126838684,370.5448942184448,53.54631185531616,131.91798973083496,577.2165150642395,527.1255264282227,66.42375302314758,380.184298992157,110.51361775398254,96.01505947113037,62.86330461502075,78.99782538414001,55.57609033584595,50.88524913787842,84.9319097995758,1640.0679121017456,2455.3729820251465,1315.3219125270844,1133.082846403122,104.83018803596497,73.83453869819641,80.69687867164612,715.3018922805786,250.04197788238525,223.52530360221863,80.14350461959839,127.39593553543091,58.97502779960632,60.707096338272095,62.48879933357239,122.39478635787964,79.84271478652954,144.75327014923096,222.43479204177856,62.966726303100586,64.292471408844,59.1303026676178,109.72907328605652,48.6224422454834,52.71089839935303,73.00448751449585,167.8491199016571,63.55455183982849,76.03692507743835,145.78391575813293,91.37081122398376,111.28637623786926,1038.1232159137726,576.2012703418732,173.16163158416748,53.03453707695007,64.08870434761047,80.2788872718811,53.10140085220337,63.35390377044678,103.8969202041626,63.35239386558533,165.25191831588745,225.95496773719788,70.36184215545654,64.0686731338501,74.73696613311768,63.42423343658447,725.1170327663422,281.9100980758667,95.23332166671753,2727.7083401679993,65.45625615119934,72.37812113761902,63.28216528892517,123.61792135238647,70.94563341140747,270.8520653247833,57.24134659767151,283.63101506233215,420.18220925331116,177.13969016075134,68.70363712310791,982.0221960544586,77.22108006477356,85.83365726470947,208.37020874023438,88.49644351005554,234.82973885536194,57.81900429725647,72.15235424041748,85.96503758430481,66.10476469993591,229.57867431640625,284.43357157707214,70.63707184791565,62.08467149734497,70.67200708389282,53.83954334259033,55.98268151283264,1188.1213164329529,322.84176874160767,709.1928040981293,80.01789283752441,274.38499999046326,58.6838755607605,100.28829026222229,469.075177192688
74,failed,2619.9685361385345,1834.9979999999998,784.9705361385347,1028,9,118,19,6,98,10684,1,12365,780,20001,324,30,1,30.026,127.964,17.229,45.006,261.353,226.772,47.652,119.601,39.914,45.915,49.554,45.829,18.359,14.202,33.9,336.475,375.247,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,68.40109753608704,162.72746658325195,53.68339514732361,81.35536408424377,297.37333130836487,262.784898519516,84.94868540763855,154.83581733703613,76.91343855857849,83.83819603919983,85.50738406181335,81.91235995292664,55.315855264663696,50.77998208999634,68.77288246154785,373.6652352809906,411.67890906333923,165.47387671470642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,failed,4636.5946633815765,3660.8990000000003,975.6956633815762,1058,16,76,31,6,14,15869,2,16603,751,5350,993,78,5,41.341,321.651,16.961,71.877,476.041,426.086,44.121,297.141,69.776,61.0,50.132,45.404,18.276,14.448,37.003,813.364,856.277,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,79.83993721008301,357.23851895332336,53.62276911735535,107.15056204795837,512.1233747005463,461.91486501693726,78.8298089504242,333.6277678012848,105.666574716568,96.17608857154846,85.78177523612976,81.97963213920593,54.96345138549805,51.19868779182434,73.17222380638123,848.9929647445679,892.0705571174622,362.24472737312317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,failed,127.96841716766357,33.483,94.48541716766357,771,3,27,30,17,24,5882,3,16996,948,18863,1187,77,6,33.483,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,71.73997712135315,56.228397846221924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,failed,2523.249186038971,1751.7849999999999,771.4641860389711,810,16,93,28,5,97,4734,1,1116,809,1591,905,185,1,29.95,178.157,18.022,43.051,206.862,194.082,45.641,111.62,38.882,51.035,49.709,49.024,19.019,14.658,34.262,305.903,361.908,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,66.21158027648926,213.9003391265869,53.864901542663574,78.54028081893921,243.51921439170837,230.48919034004211,81.78718781471252,148.390958070755,74.3686101436615,88.34735941886902,87.13067650794983,85.05540084838867,54.02712607383728,49.60930585861206,69.01146364212036,342.6565637588501,398.68652272224426,157.652104139328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,complete,13836.165728330612,9556.303,4279.862728330612,377,4,14,26,13,94,19808,0,19260,267,22230,1101,131,1,27.61,107.618,18.125,41.014,208.694,187.338,49.825,98.255,36.061,47.34,48.381,40.453,18.956,14.721,34.835,274.509,298.472,647.797,444.542,32.907,25.762,33.141,212.082,67.342,69.652,49.742,40.409,20.104,25.07,20.813,42.576,26.964,42.822,64.507,26.622,27.152,18.521,33.928,11.513,15.617,23.223,64.415,51.327,42.366,44.537,32.007,43.435,318.335,265.332,53.815,16.317,21.584,55.387,16.501,23.1,36.898,21.81,52.539,80.944,27.724,41.869,25.855,20.338,179.558,80.729,33.472,1848.031,36.624,27.274,30.528,38.36,25.664,130.338,18.316,90.035,124.174,71.92,26.546,235.512,27.662,29.556,64.164,50.548,67.203,20.71,19.794,34.318,20.757,63.42,88.694,21.921,33.529,23.915,48.665,18.206,392.613,95.628,206.361,33.868,75.469,20.221,36.846,133.704,69.14371275901794,149.40084671974182,59.64253234863281,81.8887951374054,249.83695435523987,229.09200143814087,91.44300746917725,138.7074851989746,78.16275644302368,89.73821139335632,90.15719842910767,82.0505473613739,60.96654915809631,56.31378245353699,76.41824531555176,316.1834862232208,340.09767150878906,690.2603001594543,486.89379382133484,75.24171233177185,67.715735912323,73.65330505371094,252.70046710968018,109.32275414466858,111.85819983482361,91.72134613990784,80.90448641777039,61.650678396224976,66.56811499595642,62.429452657699585,84.58086061477661,68.16181468963623,84.36331009864807,106.41270780563354,68.19414019584656,68.67990803718567,60.00481677055359,75.09032726287842,53.19807481765747,56.98217844963074,64.71449208259583,105.97643876075745,93.31895613670349,83.9825005531311,86.50572061538696,73.15022206306458,84.00559592247009,360.2762131690979,307.46935629844666,96.08856987953186,57.77459239959717,63.03250169754028,96.98869919776917,57.760255336761475,63.54360365867615,78.73464584350586,62.25553774833679,94.27091097831726,122.18261361122131,69.46420812606812,83.14860987663269,67.22639298439026,61.769280433654785,221.34474325180054,122.51987433433533,75.26824474334717,1888.7090728282928,78.7768337726593,68.68223166465759,72.05666971206665,79.74800491333008,68.78866815567017,170.89323139190674,59.54521894454956,131.67467260360718,165.64325308799744,113.55861401557922,68.22675895690918,276.7257676124573,69.40877842903137,71.07987141609192,105.5786817073822,92.58130073547363,108.65086007118225,62.75352430343628,61.2694616317749,76.27806448936462,62.06051230430603,104.76252675056458,130.6371545791626,63.53341555595398,75.05826544761658,64.3268187046051,90.04339575767517,59.53167772293091,434.03430676460266,137.3994860649109,248.51485133171082,75.8662748336792,116.71861720085144,62.211092472076416,77.18840456008911,175.0423243045807
79,failed,3045.8411889076233,2211.249,834.5921889076235,842,12,45,24,13,24,13513,1,14585,646,29839,653,125,4,34.12,164.794,19.425,49.873,311.543,283.525,51.197,155.556,48.912,52.952,42.116,39.927,19.732,17.65,35.07,429.851,455.006,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,73.82608914375305,201.10680031776428,56.71387267112732,85.83383917808533,347.9104826450348,321.35486102104187,86.85796999931335,191.52609848976135,85.81212043762207,90.9616129398346,78.2063376903534,74.95549416542053,57.112614154815674,53.97250485420227,72.22338700294495,466.0451648235321,493.30079555511475,208.12081742286682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,failed,2420.0230062007904,1567.6490000000001,852.3740062007903,197,6,73,23,23,51,15585,2,25144,836,29569,1129,193,1,28.675,151.096,19.035,41.298,189.774,172.889,44.372,89.351,39.488,49.304,52.55,44.592,19.404,15.432,37.891,267.472,305.026,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,70.41729211807251,192.67513704299927,60.10328817367554,81.93096160888672,231.45294547080994,213.74210929870605,85.55594754219055,130.5672755241394,80.95649886131287,90.67960262298584,94.21322822570801,86.13336062431335,60.78517198562622,56.82964563369751,79.3769600391388,308.71466541290283,347.06738352775574,148.8211796283722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,complete,15004.19052195549,11151.324,3852.8665219554896,315,16,104,27,18,11,3594,2,19892,324,18320,865,134,5,32.351,141.746,19.423,47.455,280.054,263.946,47.883,141.137,45.578,50.467,46.225,43.778,21.297,17.13,36.419,384.27,407.707,525.414,511.169,41.085,26.585,31.341,253.68,98.026,86.286,50.461,50.325,21.75,25.169,22.816,55.764,31.104,60.767,93.434,29.0,29.637,20.076,45.816,18.246,17.865,26.197,72.802,52.481,44.599,59.449,35.696,48.44,399.494,248.109,65.435,18.809,24.807,56.415,18.55,29.948,45.086,29.247,68.86,71.415,30.851,48.794,30.705,23.258,257.113,121.174,38.786,1902.183,38.504,30.154,31.259,46.533,29.332,110.478,19.124,117.714,185.253,80.508,28.46,363.13,29.556,33.133,89.902,49.63,91.834,24.064,24.221,38.463,24.283,87.982,126.007,25.491,33.789,29.839,43.611,20.522,454.482,129.931,280.725,35.263,109.9,24.143,44.647,178.072,70.8764910697937,176.84228372573853,56.57708287239075,84.37549448013306,316.5093936920166,301.19334626197815,85.74944376945496,177.60320568084717,82.9208607673645,88.25662207603455,84.42300367355347,80.81577658653259,58.4402494430542,54.83704900741577,74.22173142433167,421.6473903656006,445.1468439102173,563.3637013435364,549.2711989879608,79.07219099998474,62.66739344596863,69.35513114929199,290.89307165145874,134.4086515903473,124.77996945381165,87.90685200691223,88.03103947639465,59.76469159126282,63.007463216781616,60.363338470458984,93.28155517578125,69.1217257976532,96.90675497055054,131.41571354866028,67.34811401367188,66.64434909820557,55.97141766548157,83.3559775352478,55.131234645843506,54.74594569206238,63.221335649490356,110.00628972053528,90.56082248687744,81.18538570404053,97.16815376281738,73.64903664588928,86.60701060295105,436.62186431884766,286.43754601478577,102.83132696151733,56.02615451812744,62.26818346977234,94.0344443321228,56.00464940071106,66.97961640357971,81.92433023452759,67.47163534164429,106.71854829788208,108.42021298408508,67.7149829864502,86.99535775184631,68.71743583679199,60.08050847053528,295.37932324409485,158.4532389640808,76.63534569740295,1939.7288944721222,76.14937090873718,65.56909394264221,69.06004977226257,83.60945081710815,68.42167258262634,147.64208006858826,56.827494382858276,154.99686360359192,223.64233827590942,117.11806058883667,65.84999084472656,400.5555808544159,66.77103018760681,71.127525806427,126.92335534095764,86.19136571884155,129.5219738483429,60.50846815109253,62.112990379333496,74.81676888465881,60.08736515045166,125.46219635009766,164.08161544799805,62.350531578063965,70.36831402778625,67.33332800865173,79.94783091545105,57.0012149810791,491.4402799606323,168.63688778877258,318.35868072509766,73.1209647655487,147.73509311676025,63.22028589248657,82.51033282279968,216.03258776664734
82,failed,125.80310487747192,30.085,95.71810487747192,410,1,67,32,18,17,5318,0,13291,968,14566,180,40,3,30.085,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,69.67301607131958,56.13005876541138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,complete,19363.289984226227,15570.961000000001,3792.3289842262257,1175,2,91,15,10,40,1399,1,21346,127,9947,844,92,3,37.405,241.819,17.697,66.362,385.479,361.881,35.32,231.61,56.965,50.002,32.838,39.3,19.484,16.357,37.386,647.975,724.712,749.469,778.782,51.095,33.233,37.791,427.69,139.381,137.559,46.958,57.733,22.771,27.384,25.434,69.164,36.741,79.491,142.154,27.247,27.776,22.472,55.975,15.913,17.087,31.404,95.742,36.955,50.619,79.862,45.159,62.98,722.665,375.362,103.084,17.762,27.751,45.978,17.636,26.765,57.498,26.807,92.779,100.938,28.559,28.896,32.788,25.364,401.578,180.215,50.119,2269.707,41.801,36.018,29.594,62.83,31.364,163.945,20.924,194.25,280.535,102.809,30.593,573.411,36.611,38.086,132.895,52.424,131.485,20.402,30.429,44.492,26.585,134.145,177.011,29.029,37.507,33.168,18.899,20.417,736.109,201.573,467.239,41.733,163.788,21.835,52.941,287.22,73.29445767402649,278.4814705848694,53.17226028442383,102.71250367164612,421.23291969299316,399.98066687583923,71.29453039169312,268.51593804359436,93.53487539291382,89.05362200737,69.12241411209106,77.07829308509827,55.52065062522888,53.17933225631714,73.55800700187683,684.1375243663788,760.920471906662,787.533700466156,815.4207723140717,89.14353084564209,69.87024259567261,74.64803075790405,465.1850211620331,176.5488567352295,174.5588550567627,84.53849673271179,95.10895681381226,59.08938980102539,63.86631655693054,62.83206057548523,106.10244035720825,74.20453834533691,116.094899892807,178.5805037021637,63.822060108184814,63.96541953086853,59.11149263381958,92.73334169387817,52.45787835121155,54.43536686897278,68.64016461372375,133.01331233978271,74.34938716888428,88.41549301147461,115.40126013755798,81.62310719490051,100.0717499256134,760.3928642272949,412.1966254711151,140.01726126670837,54.949533224105835,65.98908567428589,82.20770621299744,55.12119174003601,64.02560496330261,94.24222421646118,64.2508716583252,128.93658065795898,138.75843691825867,63.99844670295715,65.91518044471741,69.7239248752594,62.71660757064819,439.5747082233429,217.49829506874084,86.3350579738617,2306.202151298523,79.86313796043396,73.11553525924683,65.65744638442993,98.35088539123535,70.45508861541748,200.30917382240295,58.28511452674866,230.83098769187927,315.84609365463257,138.86511182785034,66.52652883529663,611.0209543704987,72.38961863517761,74.44586133956909,170.03977417945862,89.18212628364563,167.6223464012146,56.27626061439514,67.59095549583435,80.61030769348145,62.89531135559082,169.61425280570984,213.99991273880005,65.4289002418518,74.11593580245972,70.28823518753052,55.53064751625061,58.27809739112854,772.8105363845825,239.73387241363525,503.92298221588135,78.67706775665283,199.92984795570374,58.11204552650452,89.49562287330627,323.96222591400146
84,failed,3050.0026688575745,2217.05,832.9526688575743,320,15,66,23,7,16,13295,1,29978,853,27576,1197,103,2,30.613,209.041,17.243,51.142,290.805,269.385,46.058,162.493,47.381,47.796,45.064,37.476,18.162,13.836,33.242,419.751,477.562,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,68.44749093055725,245.32523012161255,53.474565744400024,86.89549112319946,327.9181156158447,304.987580537796,83.13794827461243,199.5604853630066,83.66229271888733,84.04261541366577,82.04952120780945,72.78423595428467,54.25908923149109,50.07525968551636,69.11451053619385,456.57259726524353,514.6258962154388,213.06943488121033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
